trade_id_ref,stage,root_cause_category,origin_date,resolved_date,resolution_days,still_open_at_window_end,max_escalation_tier_reached
kraken:105347861,confirm,REFERENCE_DATA,2026-08-19,2026-08-25,6,False,TIER2_ESCALATED
kraken:105347863,confirm,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
kraken:105347867,confirm,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
kraken:105347873,confirm,QUANTITY,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
kraken:105347877,confirm,TIMING,2026-08-19,2026-08-22,3,False,TIER2_ESCALATED
kraken:105347884,confirm,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
kraken:105347887,confirm,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
kraken:105347892,confirm,TIMING,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
kraken:105347893,confirm,TIMING,2026-08-19,,,True,TIER4_CRITICAL_AGED
kraken:105347894,confirm,REFERENCE_DATA,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
kraken:105347901,confirm,PRICING,2026-08-19,2026-08-24,5,False,TIER2_ESCALATED
kraken:105347915,confirm,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
kraken:105347918,confirm,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
kraken:105347929,confirm,REFERENCE_DATA,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
kraken:105347932,confirm,TIMING,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
kraken:105347934,confirm,MISSING_RECORD,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
kraken:105347935,confirm,QUANTITY,2026-08-19,2026-08-23,4,False,TIER2_ESCALATED
kraken:105347948,confirm,QUANTITY,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
kraken:105347949,confirm,REFERENCE_DATA,2026-08-19,2026-08-22,3,False,TIER2_ESCALATED
kraken:105347976,confirm,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
kraken:105347987,confirm,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
kraken:105348021,confirm,PRICING,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
kraken:105348025,confirm,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
kraken:105348029,confirm,TIMING,2026-08-19,2026-08-25,6,False,TIER2_ESCALATED
kraken:105348037,confirm,QUANTITY,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
kraken:105348041,confirm,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
kraken:105348050,confirm,MISSING_RECORD,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
kraken:105348077,confirm,MISSING_RECORD,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
kraken:105348085,confirm,PRICING,2026-08-19,2026-08-23,4,False,TIER2_ESCALATED
kraken:105348095,confirm,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
kraken:105348096,confirm,TIMING,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
kraken:105348097,confirm,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
kraken:105348103,confirm,MISSING_RECORD,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
kraken:105348115,confirm,MISSING_RECORD,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
kraken:105348151,confirm,QUANTITY,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
kraken:105348168,confirm,PRICING,2026-08-19,,,True,TIER4_CRITICAL_AGED
kraken:105348177,confirm,PRICING,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
kraken:105348182,confirm,TIMING,2026-08-19,2026-08-22,3,False,TIER2_ESCALATED
kraken:105348187,confirm,PRICING,2026-08-19,2026-08-23,4,False,TIER2_ESCALATED
kraken:105348199,confirm,MISSING_RECORD,2026-08-19,2026-08-26,7,False,TIER3_MANAGEMENT
kraken:105348201,confirm,PRICING,2026-08-19,2026-08-24,5,False,TIER2_ESCALATED
kraken:105348205,confirm,QUANTITY,2026-08-19,,,True,TIER4_CRITICAL_AGED
kraken:105348207,confirm,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
kraken:105348210,confirm,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
kraken:105348227,confirm,MISSING_RECORD,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
kraken:105348240,confirm,MISSING_RECORD,2026-08-19,2026-08-22,3,False,TIER2_ESCALATED
kraken:105348242,confirm,TIMING,2026-08-19,2026-08-24,5,False,TIER2_ESCALATED
kraken:105348251,confirm,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
kraken:105348275,confirm,PRICING,2026-08-19,2026-08-24,5,False,TIER2_ESCALATED
kraken:105348276,confirm,QUANTITY,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
kraken:105348291,confirm,QUANTITY,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
coinbase:1073145692,confirm,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073145689,confirm,TIMING,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
coinbase:1073145709,confirm,TIMING,2026-08-19,,,True,TIER4_CRITICAL_AGED
coinbase:1073145719,confirm,PRICING,2026-08-19,,,True,TIER4_CRITICAL_AGED
coinbase:1073145730,confirm,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073145734,confirm,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073145740,confirm,PRICING,2026-08-19,2026-08-22,3,False,TIER2_ESCALATED
coinbase:1073145742,confirm,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073145753,confirm,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073145755,confirm,MISSING_RECORD,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073145769,confirm,PRICING,2026-08-19,,,True,TIER4_CRITICAL_AGED
coinbase:1073145773,confirm,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073145786,confirm,REFERENCE_DATA,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
coinbase:1073145797,confirm,QUANTITY,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
coinbase:1073145813,confirm,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073145814,confirm,REFERENCE_DATA,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073145820,confirm,REFERENCE_DATA,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
kraken:105348295,confirm,PRICING,2026-08-19,,,True,TIER4_CRITICAL_AGED
coinbase:1073145838,confirm,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073145850,confirm,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073145856,confirm,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073145863,confirm,TIMING,2026-08-19,2026-08-23,4,False,TIER2_ESCALATED
coinbase:1073145905,confirm,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073145910,confirm,MISSING_RECORD,2026-08-19,,,True,TIER4_CRITICAL_AGED
coinbase:1073145918,confirm,REFERENCE_DATA,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073145933,confirm,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073145936,confirm,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073145937,confirm,PRICING,2026-08-19,2026-08-23,4,False,TIER2_ESCALATED
coinbase:1073145945,confirm,TIMING,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
coinbase:1073145960,confirm,QUANTITY,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
coinbase:1073145959,confirm,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073145996,confirm,TIMING,2026-08-19,2026-08-24,5,False,TIER2_ESCALATED
coinbase:1073146013,confirm,TIMING,2026-08-19,2026-08-22,3,False,TIER2_ESCALATED
coinbase:1073146007,confirm,PRICING,2026-08-19,2026-08-22,3,False,TIER2_ESCALATED
coinbase:1073146002,confirm,MISSING_RECORD,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146018,confirm,MISSING_RECORD,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146023,confirm,MISSING_RECORD,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146030,confirm,TIMING,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
coinbase:1073146032,confirm,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
kraken:105348306,confirm,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
kraken:105348312,confirm,TIMING,2026-08-19,2026-08-26,7,False,TIER3_MANAGEMENT
kraken:105348314,confirm,MISSING_RECORD,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
coinbase:1073146044,confirm,MISSING_RECORD,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146049,confirm,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146052,confirm,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146055,confirm,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146065,confirm,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146074,confirm,TIMING,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
coinbase:1073146090,confirm,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146088,confirm,TIMING,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
coinbase:1073146101,confirm,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146110,confirm,PRICING,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
coinbase:1073146130,confirm,TIMING,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
coinbase:1073146137,confirm,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146157,confirm,MISSING_RECORD,2026-08-19,,,True,TIER4_CRITICAL_AGED
coinbase:1073146168,confirm,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146171,confirm,TIMING,2026-08-19,2026-08-24,5,False,TIER2_ESCALATED
coinbase:1073146179,confirm,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146187,confirm,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146189,confirm,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146198,confirm,TIMING,2026-08-19,2026-08-23,4,False,TIER2_ESCALATED
coinbase:1073146209,confirm,PRICING,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
coinbase:1073146217,confirm,TIMING,2026-08-19,,,True,TIER4_CRITICAL_AGED
coinbase:1073146220,confirm,PRICING,2026-08-19,2026-08-26,7,False,TIER3_MANAGEMENT
coinbase:1073146243,confirm,QUANTITY,2026-08-19,2026-08-23,4,False,TIER2_ESCALATED
coinbase:1073146260,confirm,MISSING_RECORD,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146259,confirm,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146266,confirm,TIMING,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
coinbase:1073146269,confirm,TIMING,2026-08-19,,,True,TIER4_CRITICAL_AGED
coinbase:1073146271,confirm,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146275,confirm,MISSING_RECORD,2026-08-19,2026-08-24,5,False,TIER2_ESCALATED
coinbase:1073146276,confirm,MISSING_RECORD,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
kraken:105348325,confirm,QUANTITY,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
coinbase:1073146291,confirm,PRICING,2026-08-19,,,True,TIER4_CRITICAL_AGED
coinbase:1073146295,confirm,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146321,confirm,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146325,confirm,QUANTITY,2026-08-19,2026-08-26,7,False,TIER3_MANAGEMENT
coinbase:1073146334,confirm,TIMING,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
coinbase:1073146338,confirm,PRICING,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
coinbase:1073146342,confirm,REFERENCE_DATA,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
coinbase:1073146346,confirm,PRICING,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
coinbase:1073146361,confirm,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146366,confirm,QUANTITY,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
coinbase:1073146369,confirm,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
kraken:105348333,confirm,TIMING,2026-08-19,2026-08-25,6,False,TIER2_ESCALATED
coinbase:1073146378,confirm,MISSING_RECORD,2026-08-19,2026-08-24,5,False,TIER2_ESCALATED
coinbase:1073146400,confirm,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146402,confirm,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146406,confirm,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146407,confirm,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146414,confirm,TIMING,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
coinbase:1073146413,confirm,TIMING,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
coinbase:1073146419,confirm,PRICING,2026-08-19,,,True,TIER4_CRITICAL_AGED
kraken:105348336,confirm,MISSING_RECORD,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146435,confirm,TIMING,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
coinbase:1073146440,confirm,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146444,confirm,PRICING,2026-08-19,2026-08-26,7,False,TIER3_MANAGEMENT
coinbase:1073146451,confirm,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146456,confirm,MISSING_RECORD,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146462,confirm,QUANTITY,2026-08-19,,,True,TIER4_CRITICAL_AGED
coinbase:1073146469,confirm,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146479,confirm,TIMING,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
kraken:105348345,confirm,REFERENCE_DATA,2026-08-19,2026-08-23,4,False,TIER2_ESCALATED
kraken:105348347,confirm,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146504,confirm,TIMING,2026-08-19,2026-08-26,7,False,TIER3_MANAGEMENT
coinbase:1073146512,confirm,QUANTITY,2026-08-19,2026-08-23,4,False,TIER2_ESCALATED
coinbase:1073146514,confirm,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146531,confirm,PRICING,2026-08-19,2026-08-23,4,False,TIER2_ESCALATED
coinbase:1073146530,confirm,MISSING_RECORD,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146529,confirm,QUANTITY,2026-08-19,2026-08-23,4,False,TIER2_ESCALATED
coinbase:1073146540,confirm,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146539,confirm,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146538,confirm,TIMING,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
kraken:105348358,confirm,TIMING,2026-08-19,,,True,TIER4_CRITICAL_AGED
coinbase:1073146557,confirm,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146575,confirm,MISSING_RECORD,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146576,confirm,TIMING,2026-08-19,2026-08-22,3,False,TIER2_ESCALATED
coinbase:1073146580,confirm,QUANTITY,2026-08-19,,,True,TIER4_CRITICAL_AGED
coinbase:1073146581,confirm,QUANTITY,2026-08-19,2026-08-24,5,False,TIER2_ESCALATED
coinbase:1073146589,confirm,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146590,confirm,MISSING_RECORD,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146598,confirm,QUANTITY,2026-08-19,2026-08-25,6,False,TIER2_ESCALATED
coinbase:1073146626,confirm,PRICING,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
coinbase:1073146632,confirm,TIMING,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
coinbase:1073146638,confirm,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146641,confirm,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146643,confirm,QUANTITY,2026-08-19,2026-08-22,3,False,TIER2_ESCALATED
coinbase:1073146648,confirm,TIMING,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
coinbase:1073146666,confirm,QUANTITY,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
coinbase:1073146668,confirm,QUANTITY,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
kraken:105348393,confirm,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146672,confirm,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146673,confirm,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146691,confirm,TIMING,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
coinbase:1073146697,confirm,MISSING_RECORD,2026-08-19,,,True,TIER4_CRITICAL_AGED
coinbase:1073146700,confirm,PRICING,2026-08-19,2026-08-24,5,False,TIER2_ESCALATED
coinbase:1073146715,confirm,PRICING,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
coinbase:1073146716,confirm,MISSING_RECORD,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146736,confirm,MISSING_RECORD,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
kraken:105348406,confirm,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146773,confirm,MISSING_RECORD,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146772,confirm,MISSING_RECORD,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146781,confirm,REFERENCE_DATA,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
coinbase:1073146787,confirm,TIMING,2026-08-19,,,True,TIER4_CRITICAL_AGED
coinbase:1073146793,confirm,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146802,confirm,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146815,confirm,PRICING,2026-08-19,2026-08-23,4,False,TIER2_ESCALATED
coinbase:1073146829,confirm,QUANTITY,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
coinbase:1073146834,confirm,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
kraken:105348413,confirm,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
kraken:105348414,confirm,MISSING_RECORD,2026-08-19,2026-08-24,5,False,TIER2_ESCALATED
coinbase:1073146864,confirm,TIMING,2026-08-19,,,True,TIER4_CRITICAL_AGED
kraken:105348415,confirm,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
kraken:105348426,confirm,REFERENCE_DATA,2026-08-19,,,True,TIER4_CRITICAL_AGED
kraken:105348429,confirm,PRICING,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
coinbase:1073146868,confirm,QUANTITY,2026-08-19,2026-08-25,6,False,TIER2_ESCALATED
coinbase:1073146877,confirm,MISSING_RECORD,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
coinbase:1073146887,confirm,MISSING_RECORD,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
coinbase:1073146888,confirm,MISSING_RECORD,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146901,confirm,REFERENCE_DATA,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146903,confirm,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146919,confirm,MISSING_RECORD,2026-08-19,2026-08-24,5,False,TIER2_ESCALATED
coinbase:1073146922,confirm,REFERENCE_DATA,2026-08-19,2026-08-24,5,False,TIER2_ESCALATED
coinbase:1073146925,confirm,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146927,confirm,QUANTITY,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
coinbase:1073146933,confirm,PRICING,2026-08-19,2026-08-26,7,False,TIER3_MANAGEMENT
coinbase:1073146937,confirm,PRICING,2026-08-19,2026-08-22,3,False,TIER2_ESCALATED
coinbase:1073146942,confirm,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146963,confirm,TIMING,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
coinbase:1073146972,confirm,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073146975,confirm,PRICING,2026-08-19,,,True,TIER4_CRITICAL_AGED
coinbase:1073146993,confirm,TIMING,2026-08-19,2026-08-25,6,False,TIER2_ESCALATED
coinbase:1073146985,confirm,QUANTITY,2026-08-19,2026-08-25,6,False,TIER2_ESCALATED
coinbase:1073147018,confirm,PRICING,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
coinbase:1073147025,confirm,MISSING_RECORD,2026-08-19,2026-08-26,7,False,TIER3_MANAGEMENT
kraken:105348439,confirm,MISSING_RECORD,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
coinbase:1073147041,confirm,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582449472,confirm,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582449479,confirm,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073147047,confirm,PRICING,2026-08-19,,,True,TIER4_CRITICAL_AGED
binance:6582449486,confirm,QUANTITY,2026-08-19,,,True,TIER4_CRITICAL_AGED
coinbase:1073147048,confirm,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073147062,confirm,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582449568,confirm,TIMING,2026-08-19,,,True,TIER4_CRITICAL_AGED
binance:6582449603,confirm,QUANTITY,2026-08-19,,,True,TIER4_CRITICAL_AGED
binance:6582449608,confirm,MISSING_RECORD,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582449633,confirm,PRICING,2026-08-19,,,True,TIER4_CRITICAL_AGED
binance:6582449634,confirm,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073147078,confirm,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073147081,confirm,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582449697,confirm,PRICING,2026-08-19,2026-08-24,5,False,TIER2_ESCALATED
binance:6582449759,confirm,QUANTITY,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
binance:6582449776,confirm,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582449782,confirm,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582449855,confirm,REFERENCE_DATA,2026-08-19,2026-08-22,3,False,TIER2_ESCALATED
binance:6582449856,confirm,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
kraken:105348448,confirm,PRICING,2026-08-19,,,True,TIER4_CRITICAL_AGED
binance:6582449922,confirm,PRICING,2026-08-19,2026-08-25,6,False,TIER2_ESCALATED
binance:6582449923,confirm,QUANTITY,2026-08-19,2026-08-24,5,False,TIER2_ESCALATED
coinbase:1073147119,confirm,QUANTITY,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
coinbase:1073147125,confirm,QUANTITY,2026-08-19,2026-08-26,7,False,TIER3_MANAGEMENT
coinbase:1073147126,confirm,MISSING_RECORD,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
coinbase:1073147127,confirm,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073147128,confirm,PRICING,2026-08-19,2026-08-22,3,False,TIER2_ESCALATED
binance:6582449994,confirm,REFERENCE_DATA,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582449997,confirm,REFERENCE_DATA,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582450038,confirm,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073147140,confirm,TIMING,2026-08-19,2026-08-23,4,False,TIER2_ESCALATED
binance:6582450040,confirm,PRICING,2026-08-19,2026-08-26,7,False,TIER3_MANAGEMENT
binance:6582450076,confirm,TIMING,2026-08-19,,,True,TIER4_CRITICAL_AGED
coinbase:1073147145,confirm,TIMING,2026-08-19,,,True,TIER4_CRITICAL_AGED
binance:6582450086,confirm,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582450151,confirm,TIMING,2026-08-19,2026-08-25,6,False,TIER2_ESCALATED
binance:6582450211,confirm,PRICING,2026-08-19,,,True,TIER4_CRITICAL_AGED
binance:6582450250,confirm,MISSING_RECORD,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582450270,confirm,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073147152,confirm,MISSING_RECORD,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073147151,confirm,MISSING_RECORD,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
coinbase:1073147162,confirm,PRICING,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
coinbase:1073147171,confirm,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073147180,confirm,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073147184,confirm,TIMING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582450386,confirm,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
coinbase:1073147195,confirm,MISSING_RECORD,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582450395,confirm,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582450412,confirm,MISSING_RECORD,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582450419,confirm,MISSING_RECORD,2026-08-19,,,True,TIER4_CRITICAL_AGED
coinbase:1073147211,confirm,QUANTITY,2026-08-19,2026-08-20,1,False,TIER1_NORMAL
binance:6582450503,confirm,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582450504,confirm,PRICING,2026-08-19,2026-08-21,2,False,TIER1_NORMAL
coinbase:1073147215,confirm,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
binance:6582450560,confirm,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
kraken:105348451,confirm,QUANTITY,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
kraken:105348453,confirm,PRICING,2026-08-19,2026-08-19,0,False,TIER1_NORMAL
