break_reference,venue,symbol,stage,break_category_code,has_timing_issue,origin_date,status,resolved_date,age_days_or_final,escalation_tier,financial_impact_usd
coinbase:1073149142|clearing,coinbase,BTC-USD,clearing,PRICING,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
coinbase:1073149148|confirm,coinbase,BTC-USD,confirm,PRICING,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149151|confirm,coinbase,BTC-USD,confirm,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
coinbase:1073149161|clearing,coinbase,BTC-USD,clearing,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149168|confirm,coinbase,BTC-USD,confirm,QUANTITY,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
coinbase:1073149175|clearing,coinbase,BTC-USD,clearing,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
coinbase:1073149179|confirm,coinbase,BTC-USD,confirm,PRICING,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149193|clearing,coinbase,BTC-USD,clearing,QUANTITY,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
coinbase:1073149193|confirm,coinbase,BTC-USD,confirm,QUANTITY,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149194|confirm,coinbase,BTC-USD,confirm,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,-0.00036326
coinbase:1073149198|clearing,coinbase,BTC-USD,clearing,PRICING,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
coinbase:1073149200|clearing,coinbase,BTC-USD,clearing,QUANTITY,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
coinbase:1073149200|confirm,coinbase,BTC-USD,confirm,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149201|confirm,coinbase,BTC-USD,confirm,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
coinbase:1073149207|clearing,coinbase,BTC-USD,clearing,REFERENCE_DATA,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
coinbase:1073149215|confirm,coinbase,BTC-USD,confirm,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149221|clearing,coinbase,BTC-USD,clearing,TIMING,True,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149221|confirm,coinbase,BTC-USD,confirm,PRICING,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149225|confirm,coinbase,BTC-USD,confirm,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
coinbase:1073149233|clearing,coinbase,BTC-USD,clearing,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
coinbase:1073149234|confirm,coinbase,BTC-USD,confirm,PRICING,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,0.00232675
coinbase:1073149239|clearing,coinbase,BTC-USD,clearing,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
coinbase:1073149242|clearing,coinbase,BTC-USD,clearing,TIMING,True,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
coinbase:1073149247|clearing,coinbase,BTC-USD,clearing,QUANTITY,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149249|clearing,coinbase,BTC-USD,clearing,QUANTITY,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
coinbase:1073149252|confirm,coinbase,BTC-USD,confirm,QUANTITY,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149270|clearing,coinbase,BTC-USD,clearing,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149272|clearing,coinbase,BTC-USD,clearing,PRICING,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149276|confirm,coinbase,BTC-USD,confirm,PRICING,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,0.00000412
coinbase:1073149294|confirm,coinbase,BTC-USD,confirm,PRICING,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
coinbase:1073149296|confirm,coinbase,BTC-USD,confirm,PRICING,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149297|clearing,coinbase,BTC-USD,clearing,TIMING,True,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149308|clearing,coinbase,BTC-USD,clearing,PRICING,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149309|clearing,coinbase,BTC-USD,clearing,QUANTITY,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
coinbase:1073149314|clearing,coinbase,BTC-USD,clearing,QUANTITY,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149316|confirm,coinbase,BTC-USD,confirm,REFERENCE_DATA,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149317|confirm,coinbase,BTC-USD,confirm,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149323|confirm,coinbase,BTC-USD,confirm,TIMING,True,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,-0.00393634
coinbase:1073149327|confirm,coinbase,BTC-USD,confirm,PRICING,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149330|clearing,coinbase,BTC-USD,clearing,TIMING,True,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149358|confirm,coinbase,BTC-USD,confirm,REFERENCE_DATA,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149359|confirm,coinbase,BTC-USD,confirm,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
coinbase:1073149365|confirm,coinbase,BTC-USD,confirm,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
coinbase:1073149368|confirm,coinbase,BTC-USD,confirm,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149379|confirm,coinbase,BTC-USD,confirm,QUANTITY,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
coinbase:1073149397|clearing,coinbase,BTC-USD,clearing,TIMING,True,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149400|confirm,coinbase,BTC-USD,confirm,QUANTITY,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
coinbase:1073149402|clearing,coinbase,BTC-USD,clearing,TIMING,True,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
coinbase:1073149428|clearing,coinbase,BTC-USD,clearing,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149429|confirm,coinbase,BTC-USD,confirm,QUANTITY,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149434|clearing,coinbase,BTC-USD,clearing,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149438|clearing,coinbase,BTC-USD,clearing,QUANTITY,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149451|clearing,coinbase,BTC-USD,clearing,PRICING,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
coinbase:1073149455|confirm,coinbase,BTC-USD,confirm,QUANTITY,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
coinbase:1073149456|clearing,coinbase,BTC-USD,clearing,PRICING,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149462|clearing,coinbase,BTC-USD,clearing,QUANTITY,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
coinbase:1073149469|confirm,coinbase,BTC-USD,confirm,PRICING,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149474|confirm,coinbase,BTC-USD,confirm,QUANTITY,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149476|confirm,coinbase,BTC-USD,confirm,PRICING,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149489|confirm,coinbase,BTC-USD,confirm,TIMING,True,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
coinbase:1073149505|confirm,coinbase,BTC-USD,confirm,QUANTITY,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
coinbase:1073149517|clearing,coinbase,BTC-USD,clearing,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
coinbase:1073149520|clearing,coinbase,BTC-USD,clearing,QUANTITY,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
coinbase:1073149520|confirm,coinbase,BTC-USD,confirm,TIMING,True,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149523|confirm,coinbase,BTC-USD,confirm,PRICING,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
coinbase:1073149527|confirm,coinbase,BTC-USD,confirm,TIMING,True,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
coinbase:1073149539|clearing,coinbase,BTC-USD,clearing,QUANTITY,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149543|confirm,coinbase,BTC-USD,confirm,REFERENCE_DATA,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149551|clearing,coinbase,BTC-USD,clearing,QUANTITY,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149551|confirm,coinbase,BTC-USD,confirm,PRICING,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
coinbase:1073149554|confirm,coinbase,BTC-USD,confirm,PRICING,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
coinbase:1073149565|confirm,coinbase,BTC-USD,confirm,QUANTITY,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149570|confirm,coinbase,BTC-USD,confirm,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149571|confirm,coinbase,BTC-USD,confirm,TIMING,True,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,0.48507010
coinbase:1073149572|clearing,coinbase,BTC-USD,clearing,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149573|confirm,coinbase,BTC-USD,confirm,REFERENCE_DATA,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149575|clearing,coinbase,BTC-USD,clearing,TIMING,True,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149585|clearing,coinbase,BTC-USD,clearing,TIMING,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
coinbase:1073149585|confirm,coinbase,BTC-USD,confirm,TIMING,True,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149594|clearing,coinbase,BTC-USD,clearing,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149599|clearing,coinbase,BTC-USD,clearing,PRICING,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
coinbase:1073149604|clearing,coinbase,BTC-USD,clearing,PRICING,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
coinbase:1073149617|clearing,coinbase,BTC-USD,clearing,REFERENCE_DATA,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149621|clearing,coinbase,BTC-USD,clearing,PRICING,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,0.00700300
coinbase:1073149622|confirm,coinbase,BTC-USD,confirm,TIMING,True,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149624|confirm,coinbase,BTC-USD,confirm,TIMING,True,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149629|clearing,coinbase,BTC-USD,clearing,REFERENCE_DATA,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149632|confirm,coinbase,BTC-USD,confirm,QUANTITY,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149634|confirm,coinbase,BTC-USD,confirm,QUANTITY,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
coinbase:1073149641|confirm,coinbase,BTC-USD,confirm,PRICING,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149643|confirm,coinbase,BTC-USD,confirm,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149645|clearing,coinbase,BTC-USD,clearing,REFERENCE_DATA,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149654|confirm,coinbase,BTC-USD,confirm,PRICING,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149663|confirm,coinbase,BTC-USD,confirm,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
coinbase:1073149684|confirm,coinbase,BTC-USD,confirm,PRICING,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
coinbase:1073149693|confirm,coinbase,BTC-USD,confirm,PRICING,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
coinbase:1073149703|clearing,coinbase,BTC-USD,clearing,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149708|confirm,coinbase,BTC-USD,confirm,QUANTITY,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
coinbase:1073149712|confirm,coinbase,BTC-USD,confirm,PRICING,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149740|clearing,coinbase,BTC-USD,clearing,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
coinbase:1073149741|confirm,coinbase,BTC-USD,confirm,REFERENCE_DATA,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149742|confirm,coinbase,BTC-USD,confirm,QUANTITY,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149743|clearing,coinbase,BTC-USD,clearing,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
coinbase:1073149752|confirm,coinbase,BTC-USD,confirm,QUANTITY,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
coinbase:1073149756|clearing,coinbase,BTC-USD,clearing,QUANTITY,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
coinbase:1073149758|confirm,coinbase,BTC-USD,confirm,REFERENCE_DATA,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149759|clearing,coinbase,BTC-USD,clearing,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
coinbase:1073149766|confirm,coinbase,BTC-USD,confirm,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
coinbase:1073149772|confirm,coinbase,BTC-USD,confirm,QUANTITY,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149774|confirm,coinbase,BTC-USD,confirm,QUANTITY,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149786|confirm,coinbase,BTC-USD,confirm,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
coinbase:1073149799|confirm,coinbase,BTC-USD,confirm,REFERENCE_DATA,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149801|clearing,coinbase,BTC-USD,clearing,PRICING,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149801|confirm,coinbase,BTC-USD,confirm,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149819|clearing,coinbase,BTC-USD,clearing,TIMING,True,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
coinbase:1073149832|clearing,coinbase,BTC-USD,clearing,TIMING,True,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
coinbase:1073149832|confirm,coinbase,BTC-USD,confirm,QUANTITY,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149834|confirm,coinbase,BTC-USD,confirm,PRICING,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
coinbase:1073149837|confirm,coinbase,BTC-USD,confirm,TIMING,True,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149840|clearing,coinbase,BTC-USD,clearing,TIMING,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,-0.00346978
coinbase:1073149847|clearing,coinbase,BTC-USD,clearing,TIMING,True,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
coinbase:1073149854|confirm,coinbase,BTC-USD,confirm,REFERENCE_DATA,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149856|confirm,coinbase,BTC-USD,confirm,PRICING,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149859|clearing,coinbase,BTC-USD,clearing,TIMING,True,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
coinbase:1073149860|clearing,coinbase,BTC-USD,clearing,TIMING,True,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149861|confirm,coinbase,BTC-USD,confirm,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149862|clearing,coinbase,BTC-USD,clearing,TIMING,True,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149866|clearing,coinbase,BTC-USD,clearing,PRICING,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
coinbase:1073149866|confirm,coinbase,BTC-USD,confirm,TIMING,True,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149869|confirm,coinbase,BTC-USD,confirm,QUANTITY,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149871|clearing,coinbase,BTC-USD,clearing,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149873|clearing,coinbase,BTC-USD,clearing,TIMING,True,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149883|confirm,coinbase,BTC-USD,confirm,QUANTITY,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
coinbase:1073149890|clearing,coinbase,BTC-USD,clearing,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149904|clearing,coinbase,BTC-USD,clearing,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149910|confirm,coinbase,BTC-USD,confirm,QUANTITY,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149921|clearing,coinbase,BTC-USD,clearing,PRICING,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
coinbase:1073149923|clearing,coinbase,BTC-USD,clearing,TIMING,True,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149987|clearing,coinbase,BTC-USD,clearing,QUANTITY,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073149991|confirm,coinbase,BTC-USD,confirm,TIMING,True,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
coinbase:1073149997|confirm,coinbase,BTC-USD,confirm,REFERENCE_DATA,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073150010|clearing,coinbase,BTC-USD,clearing,QUANTITY,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073150014|confirm,coinbase,BTC-USD,confirm,QUANTITY,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
coinbase:1073150017|confirm,coinbase,BTC-USD,confirm,PRICING,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
coinbase:1073150023|clearing,coinbase,BTC-USD,clearing,TIMING,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,0.00000169
coinbase:1073150042|confirm,coinbase,BTC-USD,confirm,QUANTITY,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073150050|confirm,coinbase,BTC-USD,confirm,QUANTITY,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073150052|clearing,coinbase,BTC-USD,clearing,QUANTITY,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
coinbase:1073150057|clearing,coinbase,BTC-USD,clearing,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
coinbase:1073150058|clearing,coinbase,BTC-USD,clearing,PRICING,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
coinbase:1073150066|confirm,coinbase,BTC-USD,confirm,TIMING,True,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073150070|clearing,coinbase,BTC-USD,clearing,REFERENCE_DATA,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073150072|clearing,coinbase,BTC-USD,clearing,REFERENCE_DATA,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073150079|confirm,coinbase,BTC-USD,confirm,QUANTITY,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
coinbase:1073150090|confirm,coinbase,BTC-USD,confirm,REFERENCE_DATA,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073150096|clearing,coinbase,BTC-USD,clearing,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
coinbase:1073150097|confirm,coinbase,BTC-USD,confirm,REFERENCE_DATA,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
coinbase:1073150098|confirm,coinbase,BTC-USD,confirm,QUANTITY,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073150108|clearing,coinbase,BTC-USD,clearing,REFERENCE_DATA,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073150109|confirm,coinbase,BTC-USD,confirm,QUANTITY,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073150110|clearing,coinbase,BTC-USD,clearing,QUANTITY,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
coinbase:1073150114|clearing,coinbase,BTC-USD,clearing,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073150116|confirm,coinbase,BTC-USD,confirm,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073150127|clearing,coinbase,BTC-USD,clearing,PRICING,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073150129|confirm,coinbase,BTC-USD,confirm,QUANTITY,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073150133|confirm,coinbase,BTC-USD,confirm,PRICING,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
coinbase:1073150138|confirm,coinbase,BTC-USD,confirm,REFERENCE_DATA,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,0.00001414
coinbase:1073150140|confirm,coinbase,BTC-USD,confirm,QUANTITY,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073150142|confirm,coinbase,BTC-USD,confirm,PRICING,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073150144|clearing,coinbase,BTC-USD,clearing,QUANTITY,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
coinbase:1073150146|confirm,coinbase,BTC-USD,confirm,PRICING,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073150147|clearing,coinbase,BTC-USD,clearing,PRICING,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
coinbase:1073150147|confirm,coinbase,BTC-USD,confirm,PRICING,False,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
coinbase:1073150153|clearing,coinbase,BTC-USD,clearing,PRICING,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073150154|clearing,coinbase,BTC-USD,clearing,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
coinbase:1073150167|confirm,coinbase,BTC-USD,confirm,QUANTITY,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
coinbase:1073150172|clearing,coinbase,BTC-USD,clearing,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073150178|confirm,coinbase,BTC-USD,confirm,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073150185|clearing,coinbase,BTC-USD,clearing,QUANTITY,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073150186|confirm,coinbase,BTC-USD,confirm,QUANTITY,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073150192|clearing,coinbase,BTC-USD,clearing,MISSING_RECORD,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073150194|confirm,coinbase,BTC-USD,confirm,QUANTITY,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073150211|clearing,coinbase,BTC-USD,clearing,PRICING,False,2026-08-19,RESOLVED,2026-08-19,0,TIER1_NORMAL,
coinbase:1073150216|confirm,coinbase,BTC-USD,confirm,TIMING,True,2026-08-19,RESOLVED,2026-08-20,1,TIER1_NORMAL,
coinbase:1073150218|clearing,coinbase,BTC-USD,clearing,QUANTITY,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
coinbase:1073150233|confirm,coinbase,BTC-USD,confirm,PRICING,False,2026-08-19,RESOLVED,2026-08-21,2,TIER1_NORMAL,
