trade_id_ref,expected_settle_date,actual_settle_date,settlement_status,settlement_amount,currency
coinbase:1073148909,2026-08-20,2026-08-19,settled,3785.84,USD
coinbase:1073148908,2026-08-20,2026-08-19,settled,75.00,USD
coinbase:1073148907,2026-08-20,2026-08-19,settled,17223.26,USD
coinbase:1073148906,2026-08-20,2026-08-19,settled,9107.85,USD
coinbase:1073148905,2026-08-20,2026-08-19,settled,1.40,USD
coinbase:1073148904,2026-08-20,2026-08-19,settled,872.58,USD
binance:6582458163,2026-08-20,2026-08-19,settled,349.87,USD
binance:6582458164,2026-08-20,2026-08-19,settled,11.00,USD
binance:6582458165,2026-08-20,2026-08-19,settled,6.87,USD
coinbase:1073148913,2026-08-20,2026-08-19,settled,23.71,USD
coinbase:1073148916,2026-08-20,2026-08-19,settled,10.57,USD
coinbase:1073148915,2026-08-20,2026-08-19,settled,2.77,USD
coinbase:1073148914,2026-08-20,2026-08-19,settled,87.66,USD
binance:6582458166,2026-08-20,2026-08-19,settled,2997.63,USD
binance:6582458168,2026-08-20,2026-08-19,settled,7111.56,USD
binance:6582458186,2026-08-20,2026-08-19,settled,8363.27,USD
binance:6582458187,2026-08-20,2026-08-19,settled,6999.52,USD
coinbase:1073148918,2026-08-20,2026-08-19,settled,685.83,USD
coinbase:1073148917,2026-08-20,2026-08-19,settled,1.17,USD
binance:6582458188,2026-08-20,2026-08-19,settled,25569.59,USD
binance:6582458214,2026-08-20,2026-08-19,settled,22.00,USD
binance:6582458218,2026-08-20,2026-08-19,settled,5.50,USD
binance:6582458219,2026-08-20,2026-08-19,settled,6.19,USD
binance:6582458220,2026-08-20,2026-08-19,settled,16.50,USD
binance:6582458229,2026-08-20,2026-08-19,settled,11.68,USD
binance:6582458231,2026-08-20,2026-08-19,settled,5.50,USD
binance:6582458232,2026-08-20,2026-08-19,settled,16.50,USD
binance:6582458235,2026-08-20,2026-08-19,settled,6008.01,USD
binance:6582458237,2026-08-20,2026-08-19,settled,16.50,USD
binance:6582458240,2026-08-20,2026-08-19,settled,1380.17,USD
binance:6582458242,2026-08-20,2026-08-19,settled,20.62,USD
binance:6582458248,2026-08-20,2026-08-19,settled,5.50,USD
binance:6582458249,2026-08-24,2026-08-21,settled,11.00,USD
binance:6582458251,2026-08-20,2026-08-19,settled,11.00,USD
binance:6582458253,2026-08-20,2026-08-19,settled,5.50,USD
binance:6582458254,2026-08-20,2026-08-19,settled,11.00,USD
binance:6582458256,2026-08-20,2026-08-19,settled,11.68,USD
binance:6582458258,2026-08-24,2026-08-21,settled,12.37,USD
binance:6582458259,2026-08-20,2026-08-19,settled,5.50,USD
binance:6582458260,2026-08-20,2026-08-19,settled,11.00,USD
binance:6582458262,2026-08-20,2026-08-19,settled,6.19,USD
binance:6582458263,2026-08-20,2026-08-19,settled,5.50,USD
binance:6582458264,2026-08-20,2026-08-19,settled,6.19,USD
binance:6582458265,2026-08-20,2026-08-19,settled,5.50,USD
binance:6582458266,2026-08-20,2026-08-19,settled,282.48,USD
binance:6582458267,2026-08-20,2026-08-19,settled,975.97,USD
coinbase:1073148919,2026-08-20,2026-08-19,settled,0.03,USD
binance:6582458268,2026-08-20,2026-08-19,settled,2444.69,USD
binance:6582458290,2026-08-20,2026-08-19,settled,43.99,USD
binance:6582458298,2026-08-20,2026-08-19,settled,6.19,USD
binance:6582458299,2026-08-20,2026-08-19,settled,16.49,USD
binance:6582458302,2026-08-20,2026-08-19,settled,16.49,USD
binance:6582458305,2026-08-20,2026-08-19,settled,27.49,USD
binance:6582458310,2026-08-20,2026-08-19,settled,32.30,USD
binance:6582458311,2026-08-20,2026-08-19,settled,32.99,USD
binance:6582458312,2026-08-20,2026-08-19,settled,5.50,USD
binance:6582458313,2026-08-20,2026-08-19,settled,11.68,USD
binance:6582458315,2026-08-20,2026-08-19,settled,16.49,USD
binance:6582458318,2026-08-20,2026-08-19,settled,5.50,USD
binance:6582458319,2026-08-20,2026-08-19,settled,129.90,USD
binance:6582458320,2026-08-20,2026-08-19,settled,3415.71,USD
binance:6582458321,2026-08-20,2026-08-19,settled,46.05,USD
binance:6582458329,2026-08-20,2026-08-19,settled,5.50,USD
binance:6582458330,2026-08-20,2026-08-19,settled,5.50,USD
binance:6582458331,2026-08-20,2026-08-19,settled,11.00,USD
binance:6582458333,2026-08-20,2026-08-19,settled,7.56,USD
binance:6582458334,2026-08-20,2026-08-19,settled,11.00,USD
binance:6582458336,2026-08-20,2026-08-22,settled,11.68,USD
binance:6582458338,2026-08-20,2026-08-19,settled,17.87,USD
binance:6582458341,2026-08-20,2026-08-19,settled,16.49,USD
binance:6582458344,2026-08-20,2026-08-19,settled,442.59,USD
binance:6582458345,2026-08-20,2026-08-19,settled,137.45,USD
binance:6582458346,2026-08-20,2026-08-19,settled,6.87,USD
coinbase:1073148922,2026-08-20,2026-08-19,settled,686.95,USD
coinbase:1073148921,2026-08-24,2026-08-21,settled,1.17,USD
coinbase:1073148920,2026-08-20,2026-08-19,settled,1.14,USD
coinbase:1073148923,2026-08-20,2026-08-19,settled,11797.95,USD
coinbase:1073148924,2026-08-20,2026-08-19,settled,719.11,USD
coinbase:1073148926,2026-08-20,2026-08-19,settled,27765.06,USD
coinbase:1073148925,2026-08-20,2026-08-19,settled,1.17,USD
coinbase:1073148927,2026-08-20,2026-08-19,settled,652.56,USD
coinbase:1073148928,2026-08-20,2026-08-19,settled,1717.26,USD
coinbase:1073148929,2026-08-20,2026-08-19,settled,382.31,USD
coinbase:1073148930,2026-08-20,2026-08-19,settled,2376.49,USD
coinbase:1073148931,2026-08-20,2026-08-19,settled,4195.61,USD
coinbase:1073148932,2026-08-20,2026-08-19,settled,2558.36,USD
coinbase:1073148933,2026-08-20,2026-08-19,settled,7601.41,USD
coinbase:1073148934,2026-08-20,2026-08-19,settled,1127.16,USD
coinbase:1073148935,2026-08-20,2026-08-19,settled,5743.15,USD
coinbase:1073148936,2026-08-20,2026-08-19,settled,1975.72,USD
binance:6582458347,2026-08-20,2026-08-19,settled,7439.43,USD
binance:6582458361,2026-08-20,2026-08-19,settled,11.00,USD
binance:6582458363,2026-08-20,2026-08-19,settled,12.37,USD
binance:6582458364,2026-08-20,2026-08-19,settled,5.50,USD
binance:6582458365,2026-08-20,2026-08-19,settled,16.49,USD
binance:6582458368,2026-08-20,2026-08-19,settled,1373.07,USD
binance:6582458381,2026-08-20,2026-08-19,settled,5.50,USD
binance:6582458382,2026-08-20,2026-08-19,settled,270.08,USD
binance:6582458393,2026-08-20,2026-08-19,settled,1149.04,USD
binance:6582458404,2026-08-20,2026-08-19,settled,21.99,USD
binance:6582458408,2026-08-20,2026-08-19,settled,5.50,USD
binance:6582458409,2026-08-20,2026-08-19,settled,5.50,USD
binance:6582458410,2026-08-20,2026-08-19,settled,4086.09,USD
binance:6582458411,2026-08-20,2026-08-19,settled,5.50,USD
binance:6582458412,2026-08-20,2026-08-19,settled,5.50,USD
coinbase:1073148937,2026-08-20,2026-08-19,settled,4832.32,USD
coinbase:1073148938,2026-08-20,2026-08-19,settled,4537.04,USD
coinbase:1073148939,2026-08-20,2026-08-19,settled,20102.46,USD
coinbase:1073148940,2026-08-20,2026-08-19,settled,1008.87,USD
coinbase:1073148941,2026-08-20,2026-08-19,settled,2054.45,USD
coinbase:1073148942,2026-08-20,2026-08-19,settled,1765.52,USD
coinbase:1073148943,2026-08-20,2026-08-19,settled,1261.08,USD
coinbase:1073148944,2026-08-20,2026-08-19,settled,2054.45,USD
coinbase:1073148945,2026-08-20,2026-08-19,settled,3916.93,USD
coinbase:1073148946,2026-08-20,2026-08-19,settled,4903.25,USD
coinbase:1073148947,2026-08-20,2026-08-19,settled,424.11,USD
coinbase:1073148949,2026-08-20,2026-08-19,settled,872.37,USD
coinbase:1073148948,2026-08-20,2026-08-19,settled,628.68,USD
binance:6582458413,2026-08-20,2026-08-19,settled,1450.64,USD
binance:6582458439,2026-08-20,2026-08-19,settled,32.98,USD
binance:6582458445,2026-08-20,2026-08-19,settled,5.50,USD
binance:6582458446,2026-08-20,2026-08-19,settled,99.64,USD
binance:6582458447,2026-08-20,2026-08-21,settled,12.37,USD
binance:6582458448,2026-08-20,2026-08-19,settled,5.50,USD
binance:6582458449,2026-08-20,2026-08-19,settled,6.18,USD
binance:6582458450,2026-08-20,2026-08-19,settled,16.49,USD
binance:6582458453,2026-08-20,2026-08-19,settled,2710.15,USD
binance:6582458474,2026-08-20,2026-08-19,settled,43.98,USD
binance:6582458482,2026-08-20,2026-08-19,settled,5.50,USD
binance:6582458483,2026-08-20,2026-08-19,settled,16.49,USD
binance:6582458486,2026-08-20,2026-08-19,settled,1401.10,USD
binance:6582458504,2026-08-20,2026-08-19,settled,43.98,USD
binance:6582458512,2026-08-20,2026-08-19,settled,10.99,USD
binance:6582458514,2026-08-20,2026-08-19,settled,7.56,USD
binance:6582458515,2026-08-20,2026-08-19,settled,16.49,USD
binance:6582458518,2026-08-20,2026-08-19,settled,4062.29,USD
binance:6582458523,2026-08-20,2026-08-19,settled,16.49,USD
kraken:105348628,2026-08-20,2026-08-19,settled,50.00,USD
kraken:105348629,2026-08-20,2026-08-19,settled,68.69,USD
kraken:105348630,2026-08-20,2026-08-19,settled,5358.02,USD
coinbase:1073148952,2026-08-20,2026-08-19,settled,686.85,USD
coinbase:1073148951,2026-08-20,2026-08-19,settled,1.17,USD
coinbase:1073148950,2026-08-20,2026-08-19,settled,1.17,USD
coinbase:1073148954,2026-08-24,2026-08-22,settled,4740.45,USD
coinbase:1073148953,2026-08-20,2026-08-19,settled,4601.48,USD
binance:6582458526,2026-08-20,2026-08-19,settled,27.48,USD
coinbase:1073148955,2026-08-20,2026-08-19,settled,0.00,USD
binance:6582458527,2026-08-20,2026-08-19,settled,144.30,USD
binance:6582458552,2026-08-20,2026-08-19,settled,38.48,USD
binance:6582458559,2026-08-20,2026-08-19,settled,16.49,USD
binance:6582458562,2026-08-20,2026-08-19,settled,2005.70,USD
binance:6582458564,2026-08-20,2026-08-19,settled,28.86,USD
binance:6582458565,2026-08-20,2026-08-19,settled,5.50,USD
binance:6582458566,2026-08-20,2026-08-19,settled,16.49,USD
binance:6582458569,2026-08-20,2026-08-21,settled,21.99,USD
binance:6582458573,2026-08-20,2026-08-19,settled,1549.44,USD
binance:6582458575,2026-08-20,2026-08-19,settled,10.99,USD
binance:6582458577,2026-08-20,2026-08-19,settled,34.36,USD
binance:6582458582,2026-08-20,2026-08-19,settled,171.77,USD
binance:6582458583,2026-08-20,2026-08-19,settled,16.49,USD
binance:6582458586,2026-08-20,2026-08-19,settled,5.50,USD
binance:6582458587,2026-08-20,2026-08-19,settled,16.49,USD
binance:6582458590,2026-08-20,2026-08-19,settled,4022.26,USD
binance:6582458595,2026-08-20,2026-08-19,settled,13.05,USD
binance:6582458596,2026-08-20,2026-08-19,settled,48.78,USD
binance:6582458605,2026-08-20,2026-08-20,settled,1.37,USD
binance:6582458606,2026-08-20,2026-08-19,settled,27.48,USD
binance:6582458611,2026-08-20,2026-08-19,settled,50.16,USD
binance:6582458620,2026-08-20,2026-08-19,settled,5.50,USD
binance:6582458621,2026-08-20,2026-08-19,settled,10.99,USD
binance:6582458623,2026-08-20,2026-08-19,settled,50.84,USD
binance:6582458632,2026-08-20,2026-08-19,settled,10.99,USD
binance:6582458634,2026-08-20,2026-08-19,settled,1297.19,USD
binance:6582458648,2026-08-20,2026-08-19,settled,43.97,USD
binance:6582458656,2026-08-20,2026-08-19,settled,250.78,USD
binance:6582458658,2026-08-20,2026-08-19,settled,80.39,USD
binance:6582458672,2026-08-20,2026-08-19,settled,21.99,USD
binance:6582458676,2026-08-20,2026-08-19,settled,5.50,USD
binance:6582458677,2026-08-20,2026-08-19,settled,5.50,USD
binance:6582458678,2026-08-20,2026-08-19,settled,5.50,USD
binance:6582458679,2026-08-20,2026-08-19,settled,16.49,USD
binance:6582458682,2026-08-20,2026-08-19,settled,10040.48,USD
binance:6582458690,2026-08-20,2026-08-19,settled,10.99,USD
binance:6582458692,2026-08-20,2026-08-19,settled,16.49,USD
binance:6582458695,2026-08-20,2026-08-19,settled,17.86,USD
binance:6582458698,2026-08-20,2026-08-19,settled,5.50,USD
binance:6582458699,2026-08-20,2026-08-19,settled,41.22,USD
coinbase:1073148956,2026-08-20,2026-08-19,settled,1550.79,USD
coinbase:1073148957,2026-08-20,2026-08-19,settled,0.32,USD
coinbase:1073148959,2026-08-20,2026-08-19,settled,686.80,USD
coinbase:1073148958,2026-08-20,2026-08-19,settled,1.16,USD
binance:6582458706,2026-08-20,2026-08-19,settled,94.12,USD
binance:6582458723,2026-08-20,2026-08-19,settled,32.98,USD
binance:6582458729,2026-08-20,2026-08-19,settled,17.86,USD
binance:6582458732,2026-08-20,2026-08-19,settled,6.18,USD
binance:6582458733,2026-08-20,2026-08-19,settled,5.50,USD
coinbase:1073148964,2026-08-20,2026-08-19,settled,8087.59,USD
coinbase:1073148963,2026-08-20,2026-08-19,settled,686.75,USD
coinbase:1073148961,2026-08-20,2026-08-19,settled,1.17,USD
coinbase:1073148960,2026-08-20,2026-08-19,settled,1.17,USD
coinbase:1073148965,2026-08-20,2026-08-19,settled,0.01,USD
kraken:105348631,2026-08-20,2026-08-19,settled,4120.67,USD
coinbase:1073148967,2026-08-20,2026-08-19,settled,42.09,USD
coinbase:1073148966,2026-08-20,2026-08-19,settled,1.17,USD
coinbase:1073148968,2026-08-20,2026-08-21,settled,243.48,USD
coinbase:1073148969,2026-08-20,2026-08-19,settled,66.05,USD
coinbase:1073148970,2026-08-20,2026-08-19,settled,1.17,USD
coinbase:1073148971,2026-08-20,2026-08-19,settled,3503.34,USD
coinbase:1073148972,2026-08-20,2026-08-19,settled,0.00,USD
binance:6582458734,2026-08-20,2026-08-19,settled,100.99,USD
binance:6582458752,2026-08-20,2026-08-19,settled,38.47,USD
binance:6582458759,2026-08-20,2026-08-19,settled,10.99,USD
binance:6582458761,2026-08-20,2026-08-19,settled,68.70,USD
binance:6582458762,2026-08-20,2026-08-19,settled,10.99,USD
binance:6582458764,2026-08-20,2026-08-19,settled,618.99,USD
binance:6582458769,2026-08-20,2026-08-19,settled,7516.47,USD
binance:6582458773,2026-08-20,2026-08-19,settled,16.49,USD
binance:6582458776,2026-08-20,2026-08-19,settled,3981.14,USD
binance:6582458780,2026-08-20,2026-08-19,settled,5.50,USD
binance:6582458781,2026-08-20,2026-08-19,settled,100.99,USD
binance:6582458799,2026-08-20,2026-08-19,settled,122.28,USD
binance:6582458821,2026-08-20,2026-08-19,settled,32.98,USD
binance:6582458827,2026-08-20,2026-08-19,settled,21.98,USD
binance:6582458832,2026-08-20,2026-08-19,settled,12.37,USD
binance:6582458833,2026-08-20,2026-08-19,settled,6.18,USD
binance:6582458835,2026-08-20,2026-08-19,settled,16.49,USD
binance:6582458838,2026-08-20,2026-08-19,settled,94.80,USD
binance:6582458855,2026-08-20,2026-08-19,settled,32.97,USD
binance:6582458861,2026-08-20,2026-08-19,settled,5.50,USD
binance:6582458862,2026-08-20,2026-08-19,settled,5.50,USD
binance:6582458863,2026-08-20,2026-08-19,settled,3916.88,USD
binance:6582458864,2026-08-20,2026-08-19,settled,5.50,USD
binance:6582458865,2026-08-20,2026-08-19,settled,7.56,USD
binance:6582458866,2026-08-20,2026-08-19,settled,16.49,USD
binance:6582458869,2026-08-20,2026-08-19,settled,5.50,USD
binance:6582458870,2026-08-20,2026-08-20,settled,27.48,USD
binance:6582458875,2026-08-24,2026-08-22,settled,28.16,USD
binance:6582458880,2026-08-20,2026-08-19,settled,5.50,USD
binance:6582458881,2026-08-20,2026-08-19,settled,5.50,USD
binance:6582458882,2026-08-20,2026-08-19,settled,10.99,USD
binance:6582458884,2026-08-20,2026-08-19,settled,6.18,USD
binance:6582458885,2026-08-20,2026-08-19,settled,6.18,USD
binance:6582458886,2026-08-20,2026-08-19,settled,12.36,USD
binance:6582458887,2026-08-20,2026-08-22,settled,16.49,USD
binance:6582458890,2026-08-20,2026-08-19,settled,1285.87,USD
binance:6582458891,2026-08-20,2026-08-19,settled,6.18,USD
coinbase:1073148974,2026-08-20,2026-08-19,settled,872.05,USD
coinbase:1073148973,2026-08-20,2026-08-19,settled,1.17,USD
coinbase:1073148976,2026-08-20,2026-08-19,settled,686.65,USD
coinbase:1073148975,2026-08-20,2026-08-19,settled,0.00,USD
coinbase:1073148979,2026-08-20,2026-08-19,settled,70.12,USD
coinbase:1073148978,2026-08-20,2026-08-19,settled,1.17,USD
coinbase:1073148977,2026-08-20,2026-08-19,settled,1.17,USD
coinbase:1073148980,2026-08-20,2026-08-19,settled,0.00,USD
coinbase:1073148981,2026-08-20,2026-08-19,settled,95.18,USD
coinbase:1073148983,2026-08-20,2026-08-19,settled,1.17,USD
coinbase:1073148982,2026-08-20,2026-08-19,settled,12159.25,USD
coinbase:1073148986,2026-08-20,2026-08-19,settled,2088.27,USD
coinbase:1073148985,2026-08-20,2026-08-19,settled,5296.70,USD
coinbase:1073148984,2026-08-20,2026-08-19,settled,1.17,USD
coinbase:1073148987,2026-08-20,2026-08-19,settled,0.00,USD
coinbase:1073148988,2026-08-20,2026-08-19,settled,0.00,USD
binance:6582458893,2026-08-20,2026-08-19,settled,1611.45,USD
binance:6582458916,2026-08-20,2026-08-19,settled,16.49,USD
binance:6582458919,2026-08-20,2026-08-19,settled,11.68,USD
binance:6582458921,2026-08-20,2026-08-19,settled,16.49,USD
binance:6582458924,2026-08-20,2026-08-19,settled,316.65,USD
binance:6582458925,2026-08-20,2026-08-19,settled,781.67,USD
binance:6582458927,2026-08-20,2026-08-19,settled,5.50,USD
binance:6582458928,2026-08-20,2026-08-19,settled,5.50,USD
binance:6582458929,2026-08-20,2026-08-19,settled,5.49,USD
binance:6582458930,2026-08-20,2026-08-19,settled,16.48,USD
binance:6582458933,2026-08-20,2026-08-19,settled,10.99,USD
binance:6582458935,2026-08-20,2026-08-19,settled,16.48,USD
binance:6582458938,2026-08-20,2026-08-19,settled,787.15,USD
binance:6582458940,2026-08-20,2026-08-19,settled,16.48,USD
binance:6582458943,2026-08-20,2026-08-19,settled,5.49,USD
binance:6582458944,2026-08-20,2026-08-19,settled,5.49,USD
binance:6582458945,2026-08-20,2026-08-19,settled,6.18,USD
binance:6582458946,2026-08-20,2026-08-19,settled,16.48,USD
binance:6582458949,2026-08-20,2026-08-19,settled,1032.34,USD
binance:6582458951,2026-08-20,2026-08-19,settled,5.49,USD
binance:6582458952,2026-08-20,2026-08-19,settled,6.18,USD
binance:6582458955,2026-08-20,2026-08-19,settled,16.48,USD
binance:6582458958,2026-08-20,2026-08-19,settled,1373.68,USD
binance:6582458959,2026-08-20,2026-08-19,settled,20.61,USD
binance:6582458960,2026-08-20,2026-08-19,settled,11.68,USD
binance:6582458962,2026-08-20,2026-08-21,settled,820.76,USD
binance:6582458964,2026-08-20,2026-08-19,settled,5.49,USD
binance:6582458965,2026-08-20,2026-08-19,settled,11.68,USD
binance:6582458967,2026-08-20,2026-08-19,settled,12.36,USD
binance:6582458968,2026-08-20,2026-08-19,settled,5.49,USD
binance:6582458969,2026-08-20,2026-08-19,settled,22030.61,USD
binance:6582458972,2026-08-20,2026-08-19,settled,5001.45,USD
binance:6582458975,2026-08-20,2026-08-19,settled,17.17,USD
binance:6582458976,2026-08-20,2026-08-19,settled,5.49,USD
binance:6582458977,2026-08-20,2026-08-19,settled,5.49,USD
binance:6582458978,2026-08-20,2026-08-19,settled,105.08,USD
binance:6582458979,2026-08-20,2026-08-19,settled,5.49,USD
binance:6582458980,2026-08-24,2026-08-21,settled,1114.01,USD
binance:6582458981,2026-08-20,2026-08-19,settled,63.19,USD
binance:6582458982,2026-08-20,2026-08-19,settled,1199.86,USD
coinbase:1073148989,2026-08-20,2026-08-19,settled,499.87,USD
coinbase:1073148995,2026-08-20,2026-08-19,settled,11997.76,USD
coinbase:1073148994,2026-08-20,2026-08-19,settled,12156.69,USD
coinbase:1073148993,2026-08-20,2026-08-19,settled,1.17,USD
coinbase:1073148992,2026-08-20,2026-08-19,settled,4430.05,USD
coinbase:1073148991,2026-08-20,2026-08-19,settled,1.17,USD
coinbase:1073148990,2026-08-20,2026-08-19,settled,1.17,USD
coinbase:1073148999,2026-08-20,2026-08-19,settled,22276.94,USD
coinbase:1073148998,2026-08-20,2026-08-22,settled,30000.00,USD
coinbase:1073148997,2026-08-20,2026-08-19,settled,16360.59,USD
coinbase:1073149006,2026-08-20,2026-08-19,settled,7943.35,USD
coinbase:1073149005,2026-08-20,2026-08-19,settled,11996.72,USD
coinbase:1073149004,2026-08-20,2026-08-19,settled,9996.93,USD
coinbase:1073149003,2026-08-20,2026-08-19,settled,12155.17,USD
coinbase:1073149002,2026-08-20,2026-08-19,settled,18815.17,USD
coinbase:1073149001,2026-08-20,2026-08-19,settled,0.58,USD
coinbase:1073149007,2026-08-20,2026-08-19,settled,2.19,USD
coinbase:1073149011,2026-08-20,2026-08-19,settled,2602.46,USD
coinbase:1073149010,2026-08-20,2026-08-19,settled,4998.28,USD
coinbase:1073149009,2026-08-20,2026-08-19,settled,150.00,USD
coinbase:1073149008,2026-08-20,2026-08-19,settled,40288.16,USD
coinbase:1073149014,2026-08-20,2026-08-19,settled,26490.91,USD
coinbase:1073149013,2026-08-20,2026-08-19,settled,12153.64,USD
coinbase:1073149012,2026-08-20,2026-08-19,settled,9393.26,USD
binance:6582458987,2026-08-20,2026-08-19,settled,2037.78,USD
binance:6582459008,2026-08-20,2026-08-19,settled,5.49,USD
binance:6582459009,2026-08-20,2026-08-19,settled,21.98,USD
binance:6582459013,2026-08-20,2026-08-19,settled,10.99,USD
binance:6582459015,2026-08-20,2026-08-19,settled,6.18,USD
binance:6582459016,2026-08-20,2026-08-19,settled,171.70,USD
binance:6582459017,2026-08-20,2026-08-19,settled,5.49,USD
binance:6582459018,2026-08-20,2026-08-19,settled,16.48,USD
binance:6582459021,2026-08-20,2026-08-19,settled,884.57,USD
binance:6582459036,2026-08-20,2026-08-19,settled,5.49,USD
binance:6582459037,2026-08-20,2026-08-19,settled,6.18,USD
kraken:105348632,2026-08-20,2026-08-19,settled,99.97,USD
kraken:105348633,2026-08-20,2026-08-19,settled,50.00,USD
kraken:105348634,2026-08-20,2026-08-19,settled,50.00,USD
binance:6582459038,2026-08-20,2026-08-19,settled,858.46,USD
binance:6582459048,2026-08-20,2026-08-19,settled,10.99,USD
binance:6582459050,2026-08-20,2026-08-19,settled,2.75,USD
binance:6582459051,2026-08-20,2026-08-19,settled,2.75,USD
binance:6582459052,2026-08-20,2026-08-19,settled,10.99,USD
binance:6582459054,2026-08-20,2026-08-19,settled,0.69,USD
binance:6582459055,2026-08-24,2026-08-21,settled,5.49,USD
binance:6582459056,2026-08-20,2026-08-19,settled,5.49,USD
binance:6582459057,2026-08-20,2026-08-19,settled,2.06,USD
binance:6582459070,2026-08-20,2026-08-19,settled,787.70,USD
binance:6582459072,2026-08-20,2026-08-19,settled,5.49,USD
binance:6582459073,2026-08-20,2026-08-19,settled,11.67,USD
binance:6582459075,2026-08-20,2026-08-19,settled,16.48,USD
binance:6582459078,2026-08-20,2026-08-19,settled,1124.88,USD
binance:6582459080,2026-08-20,2026-08-19,settled,8.93,USD
binance:6582459058,2026-08-20,2026-08-19,settled,21.29,USD
binance:6582459061,2026-08-20,2026-08-19,settled,5.49,USD
binance:6582459062,2026-08-20,2026-08-19,settled,16.48,USD
binance:6582459065,2026-08-20,2026-08-19,settled,1126.26,USD
binance:6582459081,2026-08-20,2026-08-19,settled,59.75,USD
binance:6582459082,2026-08-20,2026-08-19,settled,5.49,USD
binance:6582459091,2026-08-20,2026-08-19,settled,87.90,USD
binance:6582459092,2026-08-20,2026-08-19,settled,87.90,USD
binance:6582459093,2026-08-20,2026-08-19,settled,87.90,USD
binance:6582459094,2026-08-20,2026-08-19,settled,87.90,USD
binance:6582459095,2026-08-20,2026-08-19,settled,87.90,USD
binance:6582459096,2026-08-20,2026-08-19,settled,98.89,USD
binance:6582459097,2026-08-20,2026-08-19,settled,87.90,USD
binance:6582459098,2026-08-20,2026-08-19,settled,87.90,USD
binance:6582459099,2026-08-20,2026-08-19,settled,87.90,USD
binance:6582459100,2026-08-20,2026-08-19,settled,87.90,USD
binance:6582459101,2026-08-20,2026-08-19,settled,87.90,USD
binance:6582459102,2026-08-20,2026-08-19,settled,87.90,USD
binance:6582459103,2026-08-20,2026-08-19,settled,998.50,USD
binance:6582459104,2026-08-20,2026-08-19,settled,12.36,USD
binance:6582459106,2026-08-20,2026-08-19,settled,39.83,USD
binance:6582459113,2026-08-20,2026-08-19,settled,7.55,USD
binance:6582459114,2026-08-20,2026-08-19,settled,16.48,USD
binance:6582459117,2026-08-20,2026-08-19,settled,775.30,USD
binance:6582459118,2026-08-20,2026-08-19,settled,87.90,USD
binance:6582459119,2026-08-20,2026-08-19,settled,87.90,USD
binance:6582459120,2026-08-20,2026-08-19,settled,87.90,USD
binance:6582459121,2026-08-20,2026-08-19,settled,87.90,USD
binance:6582459122,2026-08-20,2026-08-19,settled,17040.04,USD
binance:6582459124,2026-08-20,2026-08-19,settled,2745.47,USD
binance:6582459125,2026-08-20,2026-08-19,settled,19056.97,USD
binance:6582459126,2026-08-20,2026-08-19,settled,50.82,USD
binance:6582459130,2026-08-20,2026-08-19,settled,6.18,USD
binance:6582459131,2026-08-20,2026-08-19,settled,11.67,USD
binance:6582459133,2026-08-20,2026-08-19,settled,5.49,USD
binance:6582459134,2026-08-20,2026-08-19,settled,5.49,USD
binance:6582459135,2026-08-20,2026-08-19,settled,11.67,USD
binance:6582459137,2026-08-20,2026-08-19,settled,16.48,USD
binance:6582459140,2026-08-20,2026-08-19,settled,1265.58,USD
binance:6582459141,2026-08-20,2026-08-19,settled,25.41,USD
binance:6582459142,2026-08-20,2026-08-19,settled,20111.23,USD
binance:6582459144,2026-08-20,2026-08-19,settled,1420.09,USD
binance:6582459145,2026-08-20,2026-08-19,settled,8622.88,USD
binance:6582459146,2026-08-20,2026-08-19,settled,8411.55,USD
binance:6582459149,2026-08-20,2026-08-19,settled,87.90,USD
binance:6582459150,2026-08-20,2026-08-19,settled,13252.92,USD
binance:6582459153,2026-08-20,2026-08-19,settled,9244.04,USD
binance:6582459155,2026-08-20,2026-08-19,settled,1812.93,USD
binance:6582459156,2026-08-20,2026-08-19,settled,8879.39,USD
binance:6582459157,2026-08-20,2026-08-19,settled,87.90,USD
binance:6582459158,2026-08-20,2026-08-19,settled,99.57,USD
binance:6582459159,2026-08-20,2026-08-19,settled,147.64,USD
binance:6582459161,2026-08-20,2026-08-19,settled,2850.61,USD
binance:6582459162,2026-08-20,2026-08-19,settled,12888.97,USD
binance:6582459163,2026-08-20,2026-08-19,settled,8111.62,USD
binance:6582459164,2026-08-20,2026-08-19,settled,15576.35,USD
binance:6582459167,2026-08-20,2026-08-19,settled,1076.77,USD
binance:6582459168,2026-08-20,2026-08-19,settled,13263.45,USD
binance:6582459169,2026-08-20,2026-08-19,settled,6886.50,USD
binance:6582459176,2026-08-20,2026-08-19,settled,7124.11,USD
binance:6582459177,2026-08-20,2026-08-19,settled,21843.43,USD
binance:6582459178,2026-08-24,2026-08-21,settled,7124.11,USD
binance:6582459179,2026-08-20,2026-08-19,settled,87.90,USD
binance:6582459180,2026-08-20,2026-08-19,settled,5.49,USD
binance:6582459181,2026-08-20,2026-08-19,settled,5.49,USD
binance:6582459182,2026-08-20,2026-08-19,settled,118.80,USD
binance:6582459185,2026-08-20,2026-08-19,settled,16.48,USD
binance:6582459188,2026-08-20,2026-08-19,settled,5.49,USD
binance:6582459189,2026-08-20,2026-08-19,settled,5.49,USD
binance:6582459190,2026-08-20,2026-08-19,settled,12.36,USD
binance:6582459191,2026-08-20,2026-08-19,settled,56.31,USD
